ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year,Company Name,Sub-Industry,Splits,Dividends
EMU,EQY,EMU NL,ORDINARY,0.035,2014-06-30 00:00:00,2014,,,1.0,0.0
EMX,EQY,ENERGIA MINERALS LIMITED,ORDINARY,0.022,2014-06-30 00:00:00,2014,,,1.0,0.0
ENB,EQY,ENEABBA GAS LIMITED,ORDINARY,0.014,2014-06-30 00:00:00,2014,,,1.0,0.6699999999999999
ENE,EQY,ENERGY DEVELOPMENTS LIMITED,ORDINARY,5.19,2014-06-30 00:00:00,2014,,,1.0,0.0
ENL,EQY,EAGLE NICKEL LIMITED,ORDINARY,0.003,2014-04-24 12:26:12,2014,Enlitic Inc. CDI 1:1 US Prohibited,IT Services & Consulting,1.0,0.0
ENR,EQY,ENCOUNTER RESOURCES LIMITED,ORDINARY,0.2,2014-06-30 00:00:00,2014,Encounter Resources Limited Ordinary,Integrated  Mining,1.0,1.0
ENT,EQY,ENTERPRISE METALS LIMITED,ORDINARY,0.071,2014-06-30 00:00:00,2014,Enterprise Metals Limited Ordinary,Integrated  Mining,1.0,0.0
ENU,EQY,ENTERPRISE URANIUM LIMITED,ORDINARY,0.049,2014-06-30 00:00:00,2014,,,1.0,0.0
ENV,EQY,ENVESTRA LIMITED,ORDINARY,1.36,2014-06-30 00:00:00,2014,Enova Mining Limited Ordinary,Precious Metals & Minerals,1.0,0.0
ENX,EQY,ENEGEX NL,ORDINARY,0.013,2014-06-26 15:06:52,2014,Enegex Limited Ordinary,Specialty Mining & Metals,1.0,0.0
EOL,EQY,ENERGY ONE LIMITED,ORDINARY,0.37,2014-06-27 11:17:55,2014,Energy One Limited Ordinary,Software,1.0,0.0
EOS,EQY,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED                      ,ORDINARY,0.37,2014-06-25 11:51:18,2014,Electro Optic Systems Holdings Limited Ordinary,Aerospace & Defense,1.0,0.0
EPA,EQY,EPHRAIM RESOURCES LIMITED,ORDINARY,0.017,2014-06-30 00:00:00,2014,,,1.0,0.0
EPD,EQY,EMPIRED LTD,ORDINARY,0.6,2014-06-30 00:00:00,2014,,,3.0,1.0899999999999999
EPM,EQY,ECLIPSE METALS LIMITED.,ORDINARY,0.003,2014-06-30 00:00:00,2014,Eclipse Metals Limited Ordinary,Integrated  Mining,1.0,0.2
EPW,EQY,ERM POWER LIMITED,ORDINARY,1.815,2014-06-30 00:00:00,2014,,,1.0,0.0
EPX,EQY,ETHANE PIPELINE INCOME FUND,STAPLED SECURITIES,1.085,2014-06-30 00:00:00,2014,EP&T Global Limited Ordinary,Software,1.0,0.0
EQE,EQY,EQUUS MINING LIMITED,ORDINARY,0.01,2014-06-30 00:00:00,2014,Equus Mining Limited Ordinary,Integrated  Mining,1.0,0.0
EQT,EQY,EQUITY TRUSTEES LIMITED,ORDINARY,20.98,2014-06-30 00:00:00,2014,EQT Holdings Limited Ordinary,Investment Management & Fund Operators,1.0,0.06
EQU,EQY,EQUATOR RESOURCES LTD,ORDINARY,0.015,2013-08-15 12:21:25,2014,,,1.0,0.0
EQX,EQY,EQUATORIAL RESOURCES LIMITED,ORDINARY,0.345,2014-06-30 00:00:00,2014,Equatorial Resources Limited Ordinary,Steel,1.0,0.0
ERA,EQY,ENERGY RESOURCES OF AUSTRALIA LIMITED,ORDINARY 'A',1.22,2014-06-30 00:00:00,2014,Energy Resources of Australia Limited Ordinary 'A',Uranium,1.0,0.0
ERD,EQY,EXALT RESOURCES LIMITED,ORDINARY,0.029,2014-06-30 00:00:00,2014,Eroad Limited Ordinary Foreign Exempt NZX,Software,1.0,0.0
ERI,EQY,ERIN RESOURCES LIMITED,ORDINARY,0.014,2014-06-27 10:31:07,2014,,,1.0,0.0
ERJ,EQY,ENERJI LTD,ORDINARY,0.008,2014-06-30 00:00:00,2014,,,1.0,0.22
ERL,EQY,EMPIRE RESOURCES LIMITED,ORDINARY,0.004,2014-06-30 00:00:00,2014,Empire Resources Limited Ordinary,Integrated  Mining,1.0,0.0
ERM,EQY,EMMERSON RESOURCES LIMITED,ORDINARY,0.041,2014-06-30 00:00:00,2014,Emmerson Resources Limited Ordinary,Integrated  Mining,1.0,0.0
ESI,EQY,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED,ORDINARY,0.002,2014-06-30 00:00:00,2014,,,1.0,0.0
ESK,EQY,ETHERSTACK PLC,CDI 1:1,0.25,2014-06-30 00:00:00,2014,Etherstack PLC CDI 1:1,Software,1.0,0.0
ESM,EQY,ESPERANCE MINERALS LIMITED,ORDINARY,0.02,2014-06-30 00:00:00,2014,,,1.0,0.0
ESN,EQY,ENTELLECT LIMITED,ORDINARY,0.001,2014-06-30 00:00:00,2014,,,1.0,0.0
ESR,EQY,ESTRELLA RESOURCES LIMITED,ORDINARY,0.085,2014-06-30 00:00:00,2014,Estrella Resources Limited Ordinary,Specialty Mining & Metals,1.0,0.0
ESV,EQY,ESERVGLOBAL LIMITED                                         ,ORDINARY,0.74,2014-06-30 00:00:00,2014,,,1.0,0.0
ETE,EQY,ENTEK ENERGY LTD,ORDINARY,0.033,2014-06-30 00:00:00,2014,,,1.0,0.0
ETF,EQY,UBS IQ RESEARCH PREFERRED AUSTRALIAN SHARE FUND,ETF UNITS,23.32,2014-06-30 00:00:00,2014,,,1.0,0.0
EUG,EQY,EUROGOLD LIMITED,ORDINARY,0.03,2013-05-31 10:42:53,2014,,,1.0,0.0
EUM,EQY,EUMERALLA RESOURCES LIMITED,ORDINARY,0.075,2014-06-10 14:45:26,2014,,,1.0,0.0
EVE,EQY,ENERGY VENTURES LTD,ORDINARY,0.003,2014-06-30 00:00:00,2014,EVE Health Group Limited Ordinary,Other Specialty Retailers,1.0,0.0
EVM,EQY,ENVIROMISSION LIMITED,ORDINARY,0.063,2014-06-30 00:00:00,2014,,,1.0,0.0
EVN,EQY,EVOLUTION MINING LIMITED,ORDINARY,0.7,2014-06-30 00:00:00,2014,Evolution Mining Limited Ordinary,Gold,1.0,0.0
EVR,EQY,ENDEAVOUR MINING CORPORATION,CDI 1:1,0.78,2014-06-30 00:00:00,2014,EV Resources Ltd Ordinary,Precious Metals & Minerals,1.0,0.53
EVZ,EQY,EVZ LIMITED,ORDINARY,0.012,2014-06-30 00:00:00,2014,EVZ Limited Ordinary,Construction & Engineering,1.0,0.0
EWC,EQY,ENERGY WORLD CORPORATION LTD,ORDINARY,0.32,2014-06-30 00:00:00,2014,Energy World Corporation Ltd Ordinary,Electric Utilities,1.0,0.38
EXC,EQY,EXTERRA RESOURCES LIMITED,ORDINARY,0.016,2014-06-27 11:32:59,2014,,,1.0,0.62
EXE,EQY,EXOMA ENERGY LIMITED,ORDINARY,0.017,2014-06-27 13:36:02,2014,,,1.0,0.0
EXG,EQY,EXCELSIOR GOLD LIMITED,ORDINARY,0.082,2014-06-30 00:00:00,2014,,,1.0,0.0
EXM,EQY,EXCALIBUR MINING CORPORATION LIMITED,ORDINARY,0.009,2014-06-30 00:00:00,2014,,,1.0,0.0
EXR,EQY,ELIXIR PETROLEUM LIMITED,ORDINARY,0.005,2014-06-30 00:00:00,2014,Elixir Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.94
EXU,EQY,EXPLAURUM LIMITED,ORDINARY,0.004,2014-06-30 00:00:00,2014,,,1.0,0.0
EYM,EQY,ELYSIUM RESOURCES LIMITED,ORDINARY,0.008,2014-06-26 14:01:57,2014,,,1.0,0.0
EZA,EQY,EZEATM LIMITED,ORDINARY,0.066,2014-06-26 10:44:52,2014,,,1.0,0.8
EZL,EQY,EUROZ LIMITED                                               ,ORDINARY,1.295,2014-06-30 00:00:00,2014,Euroz Hartleys Group Limited Ordinary,Investment Banking & Brokerage Services,1.0,0.0
FAN,EQY,FANTASTIC HOLDINGS LIMITED,ORDINARY,1.485,2014-06-30 00:00:00,2014,,,1.0,0.18
FAR,EQY,FAR LIMITED,ORDINARY,0.034,2014-06-30 00:00:00,2014,Far Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
FAS,EQY,FAIRSTAR RESOURCES LIMITED,ORDINARY,0.004,2014-06-30 00:00:00,2014,,,1.0,0.0
FBU,EQY,FLETCHER BUILDING LIMITED,ORDINARY,8.18,2014-06-30 00:00:00,2014,Fletcher Building Limited Ordinary Foreign Exempt NZX,Construction Supplies & Fixtures,1.0,0.0
FCN,EQY,FALCON MINERALS LIMITED                                     ,ORDINARY,0.009,2014-06-30 00:00:00,2014,,,1.0,0.0
FCR,EQY,FERRUM CRESCENT LIMITED,ORDINARY,0.016,2014-06-25 10:02:02,2014,,,1.0,0.0
FDC,EQY,FEDERATION CENTRES,ORD/UNIT STAPLED SEC,2.49,2014-06-30 00:00:00,2014,,,1.0,0.0
FEL,EQY,FE LIMITED,ORDINARY,0.045,2014-06-30 00:00:00,2014,,,1.0,0.0
FEO,EQY,FEORE LIMITED,ORDINARY,0.07,2014-06-17 12:43:38,2014,,,1.0,0.0
FET,EQY,FOLKESTONE EDUCATION TRUST,UNITS,1.645,2014-06-30 00:00:00,2014,,,1.0,0.0
FFF,EQY,FIRSTFOLIO LIMITED,ORDINARY,0.011,2014-06-30 00:00:00,2014,Forbidden Foods Limited Ordinary,Food Processing,1.0,0.0
FFG,EQY,FATFISH INTERNET GROUP LTD,ORDINARY,0.2,1998-06-22 10:29:58,2014,Fatfish Group Limited Ordinary,Investment Management & Fund Operators,1.0,0.7
FFG,EQY,FATFISH INTERNET GROUP LTD,ORDINARY,0.2,1998-06-22 10:29:58,2014,Fatfish Group Limited Ordinary,Investment Management & Fund Operators,1.0,0.7
FFI,EQY,FFI HOLDINGS LIMITED,ORDINARY,4.0,2014-06-26 10:02:05,2014,FFI Holdings Limited Ordinary,Food Processing,1.0,0.0
FFI,EQY,FFI HOLDINGS LIMITED,ORDINARY,4.0,2014-06-26 10:02:05,2014,FFI Holdings Limited Ordinary,Food Processing,1.0,0.0
FGE,EQY,FORGE GROUP LIMITED,ORDINARY,0.915,2014-02-10 16:10:12,2014,,,1.0,0.0
FGI,EQY,FLAT GLASS INDUSTRIES LIMITED,ORDINARY,0.055,2014-06-10 11:01:04,2014,,,1.0,0.0
FIE,EQY,FIRESTRIKE RESOURCES LIMITED,ORDINARY,0.025,2014-06-30 00:00:00,2014,,,1.0,0.0
FLK,EQY,FOLKESTONE LIMITED,ORDINARY,0.22,2014-06-30 00:00:00,2014,,,1.0,0.0
FLN,EQY,FREELANCER LIMITED,ORDINARY,0.94,2014-06-30 00:00:00,2014,Freelancer Limited Ordinary,Employment Services,1.0,0.25
FLR,EQY,FRANKLAND RIVER OLIVE COMPANY LIMITED,ORDINARY,0.004,2014-04-15 10:02:23,2014,,,1.0,0.42
FLT,EQY,FLIGHT CENTRE TRAVEL GROUP LIMITED,ORDINARY,44.45,2014-06-30 00:00:00,2014,Flight Centre Travel Group Limited Ordinary,Leisure & Recreation,1.0,0.0
FMG,EQY,FORTESCUE METALS GROUP LTD,ORDINARY,4.35,2014-06-30 00:00:00,2014,Fortescue Ltd Ordinary,Steel,1.0,0.0
FML,EQY,FOCUS MINERALS LTD,ORDINARY,0.01,2014-06-30 00:00:00,2014,Focus Minerals Ltd Ordinary,Gold,1.0,0.0
FMS,EQY,FLINDERS MINES LIMITED,ORDINARY,0.02,2014-06-30 00:00:00,2014,,,1.0,0.0
FND,EQY,FINDERS RESOURCES LIMITED,ORDINARY,0.18,2014-06-30 00:00:00,2014,Findi Limited Ordinary,IT Services & Consulting,1.0,0.0
FNP,EQY,FREEDOM FOODS GROUP LIMITED,ORDINARY,2.76,2014-06-30 00:00:00,2014,,,1.0,0.0
FNT,EQY,FRONTIER RESOURCES LIMITED,ORDINARY,0.014,2014-06-30 00:00:00,2014,,,1.0,0.0
FOT,EQY,FORTUNIS RESOURCES LIMITED,ORDINARY,0.22,2014-06-30 00:00:00,2014,,,1.0,0.0
FOY,EQY,FOYSON RESOURCES LIMITED,ORDINARY,0.001,2014-06-27 10:12:01,2014,,,1.0,0.0
FPH,EQY,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,ORDINARY,4.43,2014-06-30 00:00:00,2014,Fisher & Paykel Healthcare Corporation Limited Ordinary Foreign Exempt NZX,"Medical Equipment, Supplies & Dist'n",1.0,0.0
FPS,EQY,FIDUCIAN PORTFOLIO SERVICES LIMITED                         ,ORDINARY,1.615,2014-06-30 00:00:00,2014,,,1.0,0.0
FRC,EQY,FORTE CONSOLIDATED LIMITED,ORDINARY,0.039,2014-06-27 15:36:09,2014,,,1.0,0.28
FRE,EQY,FRESHTEL HOLDINGS LIMITED,ORDINARY,0.002,2014-06-30 00:00:00,2014,Firebrick Pharma Limited Ordinary,Pharmaceuticals,1.0,0.0
FRI,EQY,FINBAR GROUP LIMITED,ORDINARY,1.63,2014-06-30 00:00:00,2014,Finbar Group Limited Ordinary,Homebuilding,1.0,0.31
FRM,EQY,FARM PRIDE FOODS LIMITED,ORDINARY,0.1,2014-06-27 12:49:43,2014,Farm Pride Foods Limited Ordinary,Fishing & Farming,1.0,0.0
FRY,EQY,FITZROY RESOURCES LIMITED,ORDINARY,0.012,2014-06-30 00:00:00,2014,,,1.0,0.0
FSA,EQY,FSA GROUP LIMITED,ORDINARY,1.225,2014-06-30 00:00:00,2014,FSA Group Limited Ordinary,Consumer Lending,1.0,0.0
FSE,EQY,FIRESTONE ENERGY LIMITED,ORDINARY,0.005,2014-06-30 00:00:00,2014,,,1.0,0.0
FSF,EQY,FONTERRA SHAREHOLDERS' FUND,ORDINARY UNITS,5.43,2014-06-30 00:00:00,2014,Fonterra Shareholders' Fund Ordinary Units  Foreign Exempt NZX,Investment Management & Fund Operators,1.0,0.0
FSI,EQY,FLAGSHIP INVESTMENTS LIMITED,ORDINARY,1.56,2014-06-30 00:00:00,2014,Flagship Investments Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
FST,EQY,FOLKESTONE SOCIAL INFRASTRUCTURE TRUST,UNITS,2.56,2014-06-27 14:07:49,2014,,,1.0,0.0
FTE,EQY,FORTE ENERGY NL,ORDINARY,0.006,2014-06-30 00:00:00,2014,,,1.0,0.0
FTH,EQY,FIFTH ELEMENT RESOURCES LIMITED,ORDINARY,2.3,2014-06-30 00:00:00,2014,,,1.0,0.0
FTZ,EQY,FERTOZ LIMITED,ORDINARY,0.6,2014-06-30 00:00:00,2014,Fertoz Limited Ordinary,Agricultural Chemicals,1.0,0.0
FUN,EQY,FUNTASTIC LIMITED,ORDINARY,0.06,2014-06-30 00:00:00,2014,,,1.0,1.45
FWD,EQY,FLEETWOOD CORPORATION LIMITED,ORDINARY,2.33,2014-06-30 00:00:00,2014,Fleetwood Limited Ordinary,Homebuilding,1.0,0.0
FWL,EQY,FERROWEST LIMITED,ORDINARY,0.008,2014-06-30 00:00:00,2014,,,1.0,0.0
FXJ,EQY,FAIRFAX MEDIA LIMITED,ORDINARY,0.905,2014-06-30 00:00:00,2014,,,1.0,0.0
FXL,EQY,FLEXIGROUP LIMITED,ORDINARY,3.17,2014-06-30 00:00:00,2014,,,1.0,0.16
FXR,EQY,FOX RESOURCES LIMITED,ORDINARY,0.012,2014-06-30 00:00:00,2014,,,1.0,0.2
FYI,EQY,FYI RESOURCES LIMITED,ORDINARY,0.05,2014-06-30 00:00:00,2014,,,1.0,0.0
FZR,EQY,FITZROY RIVER CORPORATION LTD,ORDINARY,0.33,2014-06-30 00:00:00,2014,Fitzroy River Corporation Ltd Ordinary,Oil & Gas Exploration and Production,1.0,0.0
GAP,EQY,GALE PACIFIC LIMITED,ORDINARY,0.23,2014-06-30 00:00:00,2014,Gale Pacific Limited Ordinary,Home Furnishings,1.0,0.0
GBA,EQY,GRANDBRIDGE LIMITED,ORDINARY,0.033,2014-06-13 10:04:27,2014,,,1.0,0.0
GBE,EQY,GLOBE METALS & MINING LIMITED,ORDINARY,0.035,2014-06-30 00:00:00,2014,Globe Metals & Mining Limited Ordinary,Integrated  Mining,1.0,0.0
GBG,EQY,GINDALBIE METALS LTD,ORDINARY,0.052,2014-06-30 00:00:00,2014,,,1.0,0.0
GBI,EQY,GENERA BIOSYSTEMS LIMITED,ORDINARY,0.34,2014-06-30 00:00:00,2014,,,1.0,0.0
GBM,EQY,GBM GOLD LTD,ORDINARY,0.006,2014-06-26 14:03:14,2014,,,1.0,0.0
GBP,EQY,GLOBAL PETROLEUM LIMITED,ORDINARY,0.067,2014-06-30 00:00:00,2014,,,1.0,0.0
GBT,EQY,GBST HOLDINGS LIMITED,ORDINARY,3.15,2014-06-30 00:00:00,2014,,,1.0,0.0
GBX,EQY,GB ENERGY LIMITED,ORDINARY,0.002,2014-06-30 00:00:00,2014,,,1.0,0.3
GBZ,EQY,GBM RESOURCES LIMITED,ORDINARY,0.025,2014-06-30 00:00:00,2014,GBM Resources Limited Ordinary,Integrated  Mining,1.0,0.0
GCN,EQY,GOCONNECT LIMITED,ORDINARY,0.012,2014-06-30 00:00:00,2014,,,1.0,0.0
GCR,EQY,GOLDEN CROSS RESOURCES LTD,ORDINARY,0.004,2014-06-27 13:22:26,2014,Golden Cross Resources Ltd Ordinary,Integrated  Mining,1.0,0.0
GCS,EQY,GLOBAL CONSTRUCTION SERVICES LIMITED,ORDINARY,0.46,2014-06-30 00:00:00,2014,,,1.0,0.0
GCY,EQY,GASCOYNE RESOURCES LIMITED,ORDINARY,0.11,2014-06-30 00:00:00,2014,,,1.0,0.0
GDA,EQY,GONDWANA RESOURCES LIMITED,ORDINARY,0.055,2014-04-30 10:45:01,2014,Good Drinks Australia Ltd Ordinary,Brewers,1.0,0.0
GDI,EQY,GDI PROPERTY GROUP,STAPLED SECURITIES,0.91,2014-06-30 00:00:00,2014,GDI Property Group Ordinary/Units Stapled Securities,"Real Estate Rental, Devel & Operations",1.0,0.0
GDY,EQY,GEODYNAMICS LIMITED,ORDINARY,0.047,2014-06-30 00:00:00,2014,,,1.0,0.0
GEAR,EQY,BETASHARES GEARED AUSTRALIAN EQUITY FUND (HEDGE FUND),ETF UNITS,19.58,2014-06-30 00:00:00,2014,BetaShares Geared Australian Equity Fund (Hedge Fund) ETF,,1.0,0.0
GED,EQY,GOLDEN DEEPS LIMITED.,ORDINARY,0.011,2014-06-30 00:00:00,2014,Golden Deeps Limited Ordinary,Gold,1.0,0.0
GEM,EQY,G8 EDUCATION LIMITED,ORDINARY,4.6,2014-06-30 00:00:00,2014,G8 Education Limited Ordinary,Personal Services,1.0,0.0
GER,EQY,GREENEARTH ENERGY LIMITED,ORDINARY,0.065,2014-06-30 00:00:00,2014,,,1.0,0.0
GES,EQY,GENESIS RESOURCES LIMITED,ORDINARY,0.05,2014-06-20 11:27:28,2014,Genesis Resources Limited Ordinary,Integrated  Mining,1.0,0.46
GFF,EQY,GOODMAN FIELDER LIMITED.,ORDINARY,0.68,2014-06-27 15:46:55,2014,,,1.0,0.07
GFL,EQY,GLOBAL MASTERS FUND LIMITED,ORDINARY,1.26,2014-06-25 11:32:35,2014,Global Masters Fund Limited Ordinary,Investment Management & Fund Operators,1.0,0.0
GGE,EQY,GRAND GULF ENERGY LIMITED,ORDINARY,0.008,2014-06-30 00:00:00,2014,Grand Gulf Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
GGG,EQY,GREENLAND MINERALS AND ENERGY LIMITED,ORDINARY,0.1,2014-06-30 00:00:00,2014,,,1.0,0.56
GGH,EQY,GLOBAL GOLD HOLDINGS LIMITED,ORDINARY,0.003,2014-06-25 10:04:37,2014,,,1.0,0.0
GGX,EQY,GAS2GRID LIMITED,ORDINARY,0.014,2014-06-30 00:00:00,2014,Gas2grid Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
GHC,EQY,GENERATION HEALTHCARE REIT,UNITS,1.32,2014-06-30 00:00:00,2014,,,1.0,5.1
GID,EQY,"GI DYNAMICS, INC",CDI US PROHIBITED,0.58,2014-06-30 00:00:00,2014,,,1.0,0.0
GIP,EQY,GIPPSLAND LIMITED,ORDINARY,0.003,2014-06-30 00:00:00,2014,,,1.0,0.0
GJT,EQY,GALILEO JAPAN TRUST,UNIT,1.565,2014-06-30 00:00:00,2014,,,1.0,0.0
GLA,EQY,GLADIATOR RESOURCES LIMITED,ORDINARY,0.004,2014-06-27 11:48:07,2014,Gladiator Resources Limited Ordinary,Integrated  Mining,1.0,0.0
GLB,EQY,GLOBE INTERNATIONAL LIMITED,ORDINARY,0.46,2014-06-18 10:09:37,2014,Globe International Limited Ordinary,Apparel & Accessories,1.0,0.0
GLE,EQY,GLG CORP LTD,ORDINARY,0.25,2014-06-26 15:35:56,2014,GLG Corp Ltd Ordinary,Apparel & Accessories,1.0,0.0
GLF,EQY,GULF INDUSTRIALS LIMITED,ORDINARY,0.001,2014-04-03 10:04:36,2014,,,1.0,0.0
GLH,EQY,GLOBAL HEALTH LIMITED,ORDINARY,0.54,2014-06-30 00:00:00,2014,Global Health Limited Ordinary,Advanced Medical Equipment & Technology,1.0,0.0
GLL,EQY,GALILEE ENERGY LIMITED,ORDINARY,0.13,2014-06-30 00:00:00,2014,Galilee Energy Limited Ordinary,Oil & Gas Exploration and Production,1.0,0.0
GLN,EQY,GLENEAGLE GOLD LIMITED,ORDINARY,0.002,2014-06-30 00:00:00,2014,Galan Lithium Limited Ordinary,Specialty Mining & Metals,1.0,0.0
GMA,EQY,GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,ORDINARY,3.28,2014-06-30 00:00:00,2014,,,1.0,0.0
GMC,EQY,GULF MINERALS CORPORATION LTD,ORDINARY,0.002,2014-06-30 00:00:00,2014,,,1.0,0.0
GMD,EQY,GENESIS MINERALS LIMITED,ORDINARY,0.021,2014-06-27 13:40:58,2014,Genesis Minerals Limited Ordinary,Gold,1.0,0.0
GME,EQY,GME RESOURCES LIMITED,ORDINARY,0.028,2014-06-30 00:00:00,2014,,,1.0,0.66
GMG,EQY,GOODMAN GROUP,STAPLED,5.05,2014-06-30 00:00:00,2014,Goodman Group Ordinary/Units Stapled Securities,Commercial REITs,1.0,0.0
GML,EQY,GATEWAY MINING LIMITED,ORDINARY,0.052,2014-06-26 16:10:50,2014,Gateway Mining Limited Ordinary,Integrated  Mining,1.0,0.0
GMM,EQY,GENERAL MINING CORPORATION LIMITED,ORDINARY,0.009,2014-06-27 10:04:40,2014,,,1.0,0.0
GMPPA,EQY,GOODMAN PLUS TRUST,STEP-UP UNITS,103.56,2014-06-30 00:00:00,2014,,,1.0,0.0
GMR,EQY,GOLDEN RIM RESOURCES LTD,ORDINARY,0.009,2014-06-30 00:00:00,2014,,,1.0,0.0
GMX,EQY,GOLDMINEX RESOURCES LIMITED,ORDINARY,0.01,2014-06-30 00:00:00,2014,,,1.0,0.0
GMY,EQY,GOLDFIELDS MONEY LIMITED,ORDINARY,1.02,2014-06-30 00:00:00,2014,,,1.0,0.0
GNC,EQY,GRAINCORP LIMITED                                           ,A CLASS ORDINARY,8.4,2014-06-30 00:00:00,2014,Graincorp Limited Ordinary Class A,Food Processing,1.0,0.0
GNE,EQY,GENESIS ENERGY LIMITED,ORDINARY,1.67,2014-06-30 00:00:00,2014,Genesis Energy Limited Ordinary Foreign Exempt NZX,Electric Utilities,1.0,0.06
GNG,EQY,GR ENGINEERING SERVICES LIMITED,ORDINARY,0.7,2014-06-30 00:00:00,2014,GR Engineering Services Limited Ordinary,Construction & Engineering,1.0,0.0
GNV,EQY,GREEN INVEST LIMITED,ORDINARY,0.046,2013-09-20 10:04:34,2014,,,1.0,0.0
GOLD,EQY,ETFS METAL SECURITIES AUSTRALIA LIMITED.,ETFS GOLD,134.36,2014-06-30 00:00:00,2014,Global X Physical Gold Global X Physical Gold,Investment Management & Fund Operators,1.0,0.1509
GOR,EQY,GOLD ROAD RESOURCES LIMITED,ORDINARY,0.29,2014-06-30 00:00:00,2014,Gold Road Resources Limited Ordinary,Gold,1.0,0.0
GOVT,EQY,SPDR S&P/ASX AUSTRALIAN GOVERNMENT BOND FUND,ETF UNITS,25.11,2014-06-30 00:00:00,2014,SPDR S&P/ASX Australian Government Bond Fund ETF,,1.0,0.0
GOW,EQY,GOWING BROS LIMITED                                         ,ORDINARY,2.7,2014-06-30 00:00:00,2014,Gowing Bros Limited Ordinary,Apparel & Accessories Retailers,1.0,0.0
GOZ,EQY,GROWTHPOINT PROPERTIES AUSTRALIA,ORD/UNIT STAPLED SEC,2.45,2014-06-30 00:00:00,2014,Growthpoint Properties Australia Ordinary/Units Stapled Securities,Commercial REITs,1.0,0.0
GPG,EQY,GUINNESS PEAT GROUP PLC.,CDI 1:1,0.62,2014-06-30 00:00:00,2014,,,1.0,0.0
GPH,EQY,GOLDPHYRE RESOURCES LIMITED,ORDINARY,0.021,2014-06-26 13:13:55,2014,,,1.0,0.0
GPP,EQY,GREENPOWER ENERGY LIMITED,ORDINARY,0.02,2014-05-21 14:31:27,2014,,,1.0,0.0
GPR,EQY,GEOPACIFIC RESOURCES LTD,ORDINARY,0.068,2014-06-26 15:57:40,2014,Geopacific Resources Ltd Ordinary,Integrated  Mining,1.0,0.0
GPS,EQY,GPS ALLIANCE HOLDINGS LIMITED,ORDINARY,0.18,2014-06-06 14:05:02,2014,,,1.0,0.44
GPT,EQY,GPT GROUP,STAPLED SEC.,3.84,2014-06-30 00:00:00,2014,GPT Group Ordinary/Units Stapled Securities,Diversified REITs,1.0,0.0
GRB,EQY,GAGE ROADS BREWING CO LIMITED,ORDINARY,0.145,2014-06-30 00:00:00,2014,,,1.0,0.0
GRF,EQY,GLOBAL RESOURCE MASTERS FUND LIMITED,ORDINARY,1.66,2014-06-26 13:34:57,2014,,,1.0,0.37
GRG,EQY,GRG INTERNATIONAL LTD,ORDINARY,0.099,2012-09-28 11:11:22,2014,,,1.0,0.0
GRK,EQY,GREEN ROCK ENERGY LIMITED,ORDINARY,0.001,2014-06-30 00:00:00,2014,,,1.0,0.0
GRM,EQY,GLOBAL RESOURCES CORPORATION LIMITED,ORDINARY,0.145,2014-06-30 00:00:00,2014,,,1.0,0.0
GRR,EQY,GRANGE RESOURCES LIMITED.,ORDINARY,0.16,2014-06-30 00:00:00,2014,Grange Resources Limited Ordinary,Steel,1.0,0.0
GRV,EQY,GREENVALE MINING NL,ORDINARY,0.061,2014-06-30 00:00:00,2014,Greenvale Energy Ltd Ordinary,Oil & Gas Exploration and Production,1.0,0.0
GRY,EQY,GRYPHON MINERALS LIMITED,ORDINARY,0.16,2014-06-30 00:00:00,2014,,,1.0,0.0
GSC,EQY,GLOBAL GEOSCIENCE LIMITED,ORDINARY,0.025,2014-06-30 00:00:00,2014,,,1.0,0.0
GSE,EQY,GOLDSEARCH LIMITED,ORDINARY,0.002,2014-06-30 00:00:00,2014,,,1.0,0.0
GSZ,EQY,GLOBAL STRATEGIC METALS N.L.,ORDINARY,0.016,2014-06-30 00:00:00,2014,,,1.0,0.0
GTE,EQY,GREAT WESTERN EXPLORATION LIMITED.,ORDINARY,0.026,2014-06-30 00:00:00,2014,Great Western Exploration Limited Ordinary,Integrated  Mining,1.0,0.0
GTG,EQY,GENETIC TECHNOLOGIES LIMITED,ORDINARY,0.036,2014-06-30 00:00:00,2014,Genetic Technologies Limited Ordinary,Healthcare Facilities & Services,1.0,0.0
GTK,EQY,GENTRACK GROUP LIMITED,ORDINARY,2.37,2014-06-30 00:00:00,2014,Gentrack Group Limited Ordinary Foreign Exempt NZX,Software,1.0,0.0
GTR,EQY,GTI RESOURCES LIMITED,ORDINARY,0.023,2014-06-30 00:00:00,2014,GTI Energy Ltd Ordinary,Integrated  Mining,1.0,0.0
GUD,EQY,G.U.D. HOLDINGS LIMITED,ORDINARY,6.22,2014-06-30 00:00:00,2014,G.U.D. Holdings Limited Ordinary,"Auto, Truck & Motorcycle Parts",1.0,0.0
